X,Y,OBJECTID,event_unique_id,Primary_Offence,Occurrence_Date,Occurrence_Year,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_DayOfMonth,Occurrence_DayOfYear,Occurrence_Hour,Report_Date,Report_Year,Report_Month,Report_DayOfWeek,Report_DayOfMonth,Report_DayOfYear,Report_Hour,Division,City,Hood_ID,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Longitude,Latitude,ObjectId2
-8850629.735,5411195.656,17744,GO-20179016397,THEFT UNDER,2017/10/03 04:00:00+00,2017,October,Tuesday,3,276,14,2017/10/03 04:00:00+00,2017,October,Tuesday,3,276,18,D22,Toronto,15,Kingsway South (15),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,ESCAPE 2,OT,7,BLK,700,STOLEN,-79.50655965,43.64842688,1
-8850439.277,5412148.946,17759,GO-20172033056,THEFT UNDER - BICYCLE,2017/11/08 05:00:00+00,2017,November,Wednesday,8,312,3,2017/11/08 05:00:00+00,2017,November,Wednesday,8,312,22,D22,Toronto,15,Kingsway South (15),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,TO,1,BLK,1100,RECOVERED,-79.50484874,43.65462305,2
-8851202.975,5411168.906,17906,GO-20189030822,THEFT UNDER - BICYCLE,2018/09/14 04:00:00+00,2018,September,Friday,14,257,9,2018/09/17 04:00:00+00,2018,September,Monday,17,260,16,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,OT,CROSSTRAIL,MT,24,BLK,904,STOLEN,-79.51170915,43.648253,3
-8851202.975,5411168.906,17962,GO-2015804467,THEFT UNDER,2015/05/07 04:00:00+00,2015,May,Thursday,7,127,18,2015/05/14 04:00:00+00,2015,May,Thursday,14,134,14,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,GT,,TO,10,BLKDGR,400,STOLEN,-79.51170915,43.648253,4
-8851160.386,5411032.192,17963,GO-20159002781,THEFT UNDER,2015/05/16 04:00:00+00,2015,May,Saturday,16,136,12,2015/05/16 04:00:00+00,2015,May,Saturday,16,136,15,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,GI,,MT,6,RED,600,STOLEN,-79.51132657,43.64736434,5
-8852082.125,5411345.952,18003,GO-20151861057,THEFT UNDER,2015/09/01 04:00:00+00,2015,September,Tuesday,1,244,0,2015/10/29 04:00:00+00,2015,October,Thursday,29,302,18,D22,Toronto,15,Kingsway South (15),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,UNK,RC,18,TRQ,100,STOLEN,-79.51960669,43.64940381,6
-8851202.975,5411168.906,18013,GO-20169001537,THEFT UNDER,2016/02/18 05:00:00+00,2016,February,Thursday,18,49,9,2016/02/18 05:00:00+00,2016,February,Thursday,18,49,23,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,NO,SASQUATCH,MT,18,WHI,0,STOLEN,-79.51170915,43.648253,7
-8850629.735,5411195.656,20993,GO-2019819460,THEFT UNDER,2019/05/01 04:00:00+00,2019,May,Wednesday,1,121,13,2019/05/06 04:00:00+00,2019,May,Monday,6,126,11,D22,Toronto,15,Kingsway South (15),Ttc Bus,Transit,GARY FISHER,,OT,7,BLK,800,STOLEN,-79.50655965,43.64842688,8
-8850629.735,5411195.656,21209,GO-20179014159,THEFT UNDER,2017/09/06 04:00:00+00,2017,September,Wednesday,6,249,8,2017/09/06 04:00:00+00,2017,September,Wednesday,6,249,21,D22,Toronto,15,Kingsway South (15),Go Bus,Transit,UK,,RG,20,BLK,700,STOLEN,-79.50655965,43.64842688,9
-8851160.386,5411032.192,21999,GO-20149003203,THEFT UNDER,2014/05/07 04:00:00+00,2014,May,Wednesday,7,127,18,2014/05/07 04:00:00+00,2014,May,Wednesday,7,127,19,D22,Toronto,15,Kingsway South (15),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,HARDROCK,MT,24,ONG,550,STOLEN,-79.51132657,43.64736434,10
-8850776.087,5412108.706,22015,GO-20142348560,B&E,2014/06/21 04:00:00+00,2014,June,Saturday,21,172,12,2014/06/23 04:00:00+00,2014,June,Monday,23,174,10,D22,Toronto,15,Kingsway South (15),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,RC,16,BLU,600,STOLEN,-79.50787435,43.65436151,11
-8851466.162,5411086.717,22028,GO-20149005396,THEFT UNDER,2014/07/24 04:00:00+00,2014,July,Thursday,24,205,9,2014/07/28 04:00:00+00,2014,July,Monday,28,209,11,D22,Toronto,15,Kingsway South (15),"Open Areas (Lakes, Parks, Rivers)",Outside,GI,,RC,50,BLK,829,STOLEN,-79.5140734,43.64771876,12
-8852282.111,5411488.64,22133,GO-20161846190,THEFT UNDER - BICYCLE,2016/10/14 04:00:00+00,2016,October,Friday,14,288,13,2016/10/17 04:00:00+00,2016,October,Monday,17,291,11,D22,Toronto,15,Kingsway South (15),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SPECIALIZED,HARDROCK SPORT,MT,27,BLK,690,STOLEN,-79.5214032,43.65033128,13
-8851105.69,5411771.546,22134,GO-20161947414,B&E W'INTENT,2016/11/02 04:00:00+00,2016,November,Wednesday,2,307,1,2016/11/02 04:00:00+00,2016,November,Wednesday,2,307,9,D22,Toronto,15,Kingsway South (15),"Private Property Structure (Pool, Shed, Detached Garage)",Other,TREK,7000,MT,18,BLU,1000,STOLEN,-79.51083523,43.65217011,14
-8851105.69,5411771.546,22135,GO-20161947414,B&E W'INTENT,2016/11/02 04:00:00+00,2016,November,Wednesday,2,307,1,2016/11/02 04:00:00+00,2016,November,Wednesday,2,307,9,D22,Toronto,15,Kingsway South (15),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OTHER,,MT,18,BLKWHI,1000,STOLEN,-79.51083523,43.65217011,15
-8850759.058,5411156.178,22136,GO-20169013594,THEFT UNDER - BICYCLE,2016/11/18 05:00:00+00,2016,November,Friday,18,323,8,2016/11/18 05:00:00+00,2016,November,Friday,18,323,22,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,RA,,MT,24,MRN,1100,RECOVERED,-79.50772138,43.64817027,16
-8850990.889,5412838.124,23817,GO-20201448996,B&E W'INTENT,2020/08/03 04:00:00+00,2020,August,Monday,3,216,20,2020/08/03 04:00:00+00,2020,August,Monday,3,216,20,D22,Toronto,15,Kingsway South (15),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,,MT,21,BLKBLU,500,STOLEN,-79.50980395,43.65910215,17
-8850990.889,5412838.124,23818,GO-20201448996,B&E W'INTENT,2020/08/03 04:00:00+00,2020,August,Monday,3,216,20,2020/08/03 04:00:00+00,2020,August,Monday,3,216,20,D22,Toronto,15,Kingsway South (15),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,,MT,21,BLKBLU,500,STOLEN,-79.50980395,43.65910215,18
-8854223.912,5410920.185,2837,GO-20181282906,B&E W'INTENT,2018/07/13 04:00:00+00,2018,July,Friday,13,194,19,2018/07/14 04:00:00+00,2018,July,Saturday,14,195,9,D22,Toronto,14,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TREK,,MT,18,GRY,1200,STOLEN,-79.53884669,43.64663626,19
-8851011.146,5411079.296,23826,GO-20209021307,THEFT UNDER,2020/08/25 04:00:00+00,2020,August,Tuesday,25,238,14,2020/08/25 04:00:00+00,2020,August,Tuesday,25,238,14,D22,Toronto,15,Kingsway South (15),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,MT,70,BLK,115,STOLEN,-79.50998592,43.64767052,20
-8850629.735,5411195.656,24225,GO-20179014159,THEFT UNDER,2017/09/06 04:00:00+00,2017,September,Wednesday,6,249,8,2017/09/06 04:00:00+00,2017,September,Wednesday,6,249,21,D22,Toronto,15,Kingsway South (15),Go Bus,Transit,UK,,RG,20,BLK,700,STOLEN,-79.50655965,43.64842688,21
-8849388.125,5411377.082,24347,GO-20189024371,THEFT UNDER - BICYCLE,2018/07/27 04:00:00+00,2018,July,Friday,27,208,10,2018/07/28 04:00:00+00,2018,July,Saturday,28,209,20,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,RA,,MT,18,GRY,200,STOLEN,-79.49540608,43.64960616,22
-8852082.125,5411345.952,24479,GO-20159005553,THEFT UNDER,2015/08/08 04:00:00+00,2015,August,Saturday,8,220,14,2015/08/09 04:00:00+00,2015,August,Sunday,9,221,20,D22,Toronto,15,Kingsway South (15),"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,OT,SPECIALIZED,OT,24,SIL,600,STOLEN,-79.51960669,43.64940381,23
-8852282.111,5411488.64,24515,GO-20169004369,THEFT UNDER - BICYCLE,2016/05/05 04:00:00+00,2016,May,Thursday,5,126,10,2016/05/10 04:00:00+00,2016,May,Tuesday,10,131,18,D22,Toronto,15,Kingsway South (15),Schools During Supervised Activity,Educational,OT,2013,RG,8,GRY,600,STOLEN,-79.5214032,43.65033128,24
-8849388.125,5411377.082,24531,GO-20161308757,THEFT UNDER - BICYCLE,2016/07/21 04:00:00+00,2016,July,Thursday,21,203,8,2016/07/25 04:00:00+00,2016,July,Monday,25,207,21,D22,Toronto,15,Kingsway South (15),Ttc Subway Station,Transit,RALEIGH,,RG,3,GRN,400,STOLEN,-79.49540608,43.64960616,25
-8850391.694,5407732.732,60,GO-20179001053,THEFT UNDER,2017/01/10 05:00:00+00,2017,January,Tuesday,10,10,11,2017/01/23 05:00:00+00,2017,January,Monday,23,23,13,D22,Toronto,16,Stonegate-Queensway (16),"Apartment (Rooming House, Condo)",Apartment,GF,,MT,3,YEL,600,STOLEN,-79.50442129,43.62591328,26
-8850310.988,5407863.498,114,GO-2017365932,THEFT UNDER - BICYCLE,2017/02/23 05:00:00+00,2017,February,Thursday,23,54,18,2017/02/27 05:00:00+00,2017,February,Monday,27,58,20,D22,Toronto,16,Stonegate-Queensway (16),"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SPECIALIZED,DIVERGE,OT,18,BLK,1600,STOLEN,-79.5036963,43.62676359,27
-8851408.203,5410957.255,1438,GO-20179015008,THEFT UNDER - BICYCLE,2017/09/16 04:00:00+00,2017,September,Saturday,16,259,23,2017/09/17 04:00:00+00,2017,September,Sunday,17,260,18,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,WE THE PEOPLE,BM,1,GRY,250,STOLEN,-79.51355275,43.64687723,28
-8849231.736,5408088.667,1529,GO-20179015823,THEFT UNDER - BICYCLE,2017/09/26 04:00:00+00,2017,September,Tuesday,26,269,3,2017/09/26 04:00:00+00,2017,September,Tuesday,26,269,12,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,REDUX 1,RG,20,GRY,600,STOLEN,-79.49400121,43.62822772,29
-8850771.506,5408900.747,1664,GO-20171854292,THEFT UNDER,2017/10/13 04:00:00+00,2017,October,Friday,13,286,0,2017/10/13 04:00:00+00,2017,October,Friday,13,286,13,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,VILANO,,OT,21,BLKWHI,886,STOLEN,-79.5078332,43.63350787,30
-8851606.202,5409905.352,1960,GO-20179023093,THEFT UNDER,2017/11/11 05:00:00+00,2017,November,Saturday,11,315,22,2017/12/28 05:00:00+00,2017,December,Thursday,28,362,11,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,MT,18,BLU,400,STOLEN,-79.5153314,43.64003918,31
-8848232.365,5408712.903,3498,GO-20189030880,THEFT UNDER,2018/09/17 04:00:00+00,2018,September,Monday,17,260,8,2018/09/17 04:00:00+00,2018,September,Monday,17,260,23,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,S TYPE,MT,30,GRY,4500,STOLEN,-79.48502371,43.63228655,32
-8849911.82,5409878.826,4104,GO-2019528298,B&E,2019/03/21 04:00:00+00,2019,March,Thursday,21,80,17,2019/03/23 04:00:00+00,2019,March,Saturday,23,82,21,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,ROCK JUMPER,MT,12,GRY,,STOLEN,-79.50011051,43.63986673,33
-8850541.997,5408969.849,4252,GO-20199014387,THEFT UNDER,2019/05/08 04:00:00+00,2019,May,Wednesday,8,128,9,2019/05/08 04:00:00+00,2019,May,Wednesday,8,128,19,D22,Toronto,16,Stonegate-Queensway (16),Schools During Un-Supervised Activity,Educational,GIANT,SLAMMER,BM,1,BRZ,380,STOLEN,-79.50577149,43.63395715,34
-8850391.694,5407732.732,4554,GO-20191144303,THEFT FROM MAIL / BAG / KEY,2019/06/20 04:00:00+00,2019,June,Thursday,20,171,3,2019/06/20 04:00:00+00,2019,June,Thursday,20,171,15,D22,Toronto,16,Stonegate-Queensway (16),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,RG,10,,1000,STOLEN,-79.50442129,43.62591328,35
-8851011.146,5411079.296,4686,GO-20191245795,THEFT UNDER - BICYCLE,2019/07/04 04:00:00+00,2019,July,Thursday,4,185,13,2019/07/04 04:00:00+00,2019,July,Thursday,4,185,17,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,LANGSTER,OT,1,RED,903,STOLEN,-79.50998592,43.64767052,36
-8849017.828,5409927.244,5319,GO-20199029965,THEFT UNDER,2019/09/01 04:00:00+00,2019,September,Sunday,1,244,20,2019/09/13 04:00:00+00,2019,September,Friday,13,256,23,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,TO,10,TRQ,0,STOLEN,-79.49207964,43.6401815,37
-8849017.828,5409927.244,5320,GO-20199029965,THEFT UNDER,2019/09/01 04:00:00+00,2019,September,Sunday,1,244,20,2019/09/13 04:00:00+00,2019,September,Friday,13,256,23,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,OT,10,TRQ,0,STOLEN,-79.49207964,43.6401815,38
-8849518.465,5408818.264,6165,GO-20209012941,THEFT UNDER,2020/05/11 04:00:00+00,2020,May,Monday,11,132,23,2020/05/12 04:00:00+00,2020,May,Tuesday,12,133,8,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,OT,21,BLK,879,STOLEN,-79.49657694,43.63297159,39
-8848822.663,5408215.298,6738,GO-20209018566,THEFT UNDER,2020/07/24 04:00:00+00,2020,July,Friday,24,206,22,2020/07/26 04:00:00+00,2020,July,Sunday,26,208,8,D22,Toronto,16,Stonegate-Queensway (16),Bar / Restaurant,Commercial,CA,SL4 (M),MT,18,BLU,632,STOLEN,-79.49032645,43.62905111,40
-8848232.365,5408712.903,6936,GO-20209019905,THEFT UNDER,2020/08/10 04:00:00+00,2020,August,Monday,10,223,23,2020/08/11 04:00:00+00,2020,August,Tuesday,11,224,13,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,MT,21,BLK,459,STOLEN,-79.48502371,43.63228655,41
-8851476.699,5409955.652,7120,GO-20209021752,THEFT UNDER,2020/08/29 04:00:00+00,2020,August,Saturday,29,242,13,2020/08/29 04:00:00+00,2020,August,Saturday,29,242,16,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,CYPRESS,MT,32,BLK,300,STOLEN,-79.51416806,43.64036618,42
-8850310.988,5407863.498,7620,GO-20202146645,THEFT UNDER - BICYCLE,2020/09/29 04:00:00+00,2020,September,Tuesday,29,273,20,2020/11/12 05:00:00+00,2020,November,Thursday,12,317,10,D22,Toronto,16,Stonegate-Queensway (16),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORTHROCK,CTM,MT,21,GRYLGR,400,STOLEN,-79.5036963,43.62676359,43
-8851489.698,5409676.954,8487,GO-20142564428,THEFT UNDER,2014/07/24 04:00:00+00,2014,July,Thursday,24,205,2,2014/07/24 04:00:00+00,2014,July,Thursday,24,205,18,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,SEEK3,OT,10,BLK,687,STOLEN,-79.51428483,43.63855434,44
-8850301.827,5408187.665,8511,GO-20142580855,THEFT UNDER,2014/07/27 04:00:00+00,2014,July,Sunday,27,208,0,2014/07/27 04:00:00+00,2014,July,Sunday,27,208,7,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,ROAD RUNNER,EL,0,BLK,3500,UNKNOWN,-79.503614,43.62887143,45
-8851318.326,5407452.267,8695,GO-20149006112,THEFT UNDER,2014/08/15 04:00:00+00,2014,August,Friday,15,227,10,2014/08/19 04:00:00+00,2014,August,Tuesday,19,231,17,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GT,AGGRESSOR,MT,21,BLK,600,STOLEN,-79.51274537,43.62408952,46
-8849605.718,5407596.564,8719,GO-20142775166,B&E,2014/08/24 04:00:00+00,2014,August,Sunday,24,236,13,2014/08/25 04:00:00+00,2014,August,Monday,25,237,21,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NAKAMURA,UNKNOWN,MT,5,MRN,200,STOLEN,-79.49736075,43.62502784,47
-8849605.718,5407596.564,8720,GO-20142775166,B&E,2014/08/24 04:00:00+00,2014,August,Sunday,24,236,13,2014/08/25 04:00:00+00,2014,August,Monday,25,237,21,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,SIRRUS ELITE,MT,5,SILRED,829,STOLEN,-79.49736075,43.62502784,48
-8849418.129,5408256.88,8739,GO-20142782199,THEFT UNDER,2014/08/21 04:00:00+00,2014,August,Thursday,21,233,21,2014/08/26 04:00:00+00,2014,August,Tuesday,26,238,19,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,RALEIGH,,MT,3,BLK,300,STOLEN,-79.49567561,43.62932148,49
-8849861.673,5410319.143,9466,GO-2015677844,THEFT UNDER,2015/04/16 04:00:00+00,2015,April,Thursday,16,106,10,2015/04/24 04:00:00+00,2015,April,Friday,24,114,12,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,,MT,10,BLU,200,STOLEN,-79.49966003,43.64272918,50
-8850916.624,5411107.001,9924,GO-20159004114,THEFT UNDER,2015/07/02 04:00:00+00,2015,July,Thursday,2,183,15,2015/07/02 04:00:00+00,2015,July,Thursday,2,183,16,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GT,AGGRESSOR COMP,MT,25,WHI,500,STOLEN,-79.50913682,43.64785061,51
-8851479.97,5410933.466,10044,GO-20159927,THEFT UNDER,2015/07/18 04:00:00+00,2015,July,Saturday,18,199,21,2015/07/18 04:00:00+00,2015,July,Saturday,18,199,22,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,M4,MT,15,GRY,,STOLEN,-79.51419744,43.64672259,52
-8850619.641,5410588.438,10073,GO-20159004831,THEFT UNDER,2015/07/21 04:00:00+00,2015,July,Tuesday,21,202,17,2015/07/21 04:00:00+00,2015,July,Tuesday,21,202,18,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,RG,21,BRN,500,STOLEN,-79.50646897,43.64447977,53
-8850619.641,5410588.438,10074,GO-20159004831,THEFT UNDER,2015/07/21 04:00:00+00,2015,July,Tuesday,21,202,17,2015/07/21 04:00:00+00,2015,July,Tuesday,21,202,18,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,,RG,21,GRY,440,STOLEN,-79.50646897,43.64447977,54
-8849358.397,5408049.505,10117,GO-20151277841,THEFT UNDER,2015/07/26 04:00:00+00,2015,July,Sunday,26,207,13,2015/07/26 04:00:00+00,2015,July,Sunday,26,207,18,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,LITTLE MISS MAT,,OT,0,BLKGRN,150,STOLEN,-79.49513903,43.62797308,55
-8850653.662,5410578.742,10122,GO-20159005091,THEFT UNDER,2015/07/24 04:00:00+00,2015,July,Friday,24,205,16,2015/07/28 04:00:00+00,2015,July,Tuesday,28,209,16,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,CENTURY ELITE 6,RC,10,BLK,1500,STOLEN,-79.50677459,43.64441674,56
-8851408.203,5410957.255,10152,GO-20151296426,THEFT UNDER,2015/07/23 04:00:00+00,2015,July,Thursday,23,204,19,2015/07/29 04:00:00+00,2015,July,Wednesday,29,210,13,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,BIANCHI,,OT,10,BRN,200,STOLEN,-79.51355275,43.64687723,57
-8851408.203,5410957.255,10153,GO-20151296426,THEFT UNDER,2015/07/23 04:00:00+00,2015,July,Thursday,23,204,19,2015/07/29 04:00:00+00,2015,July,Wednesday,29,210,13,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OTHER,ACTIVE COUNTRY,OT,21,RED,450,STOLEN,-79.51355275,43.64687723,58
-8851479.97,5410933.466,10955,GO-20151173190,PROPERTY - FOUND,2015/07/10 04:00:00+00,2015,July,Friday,10,191,23,2015/07/11 04:00:00+00,2015,July,Saturday,11,192,13,D22,Toronto,16,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,SPECIALIZED,TARMAC SL2,RC,10,BLACK,6500,UNKNOWN,-79.51419744,43.64672259,59
-8851451.036,5410646.675,11174,GO-20151188948,PROPERTY - FOUND,2015/07/13 04:00:00+00,2015,July,Monday,13,194,20,2015/07/13 04:00:00+00,2015,July,Monday,13,194,20,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NISHIKI,,MT,99,PLE,,UNKNOWN,-79.51393752,43.64485834,60
-8850680.514,5409429.496,11249,GO-20169004104,THEFT UNDER,2016/05/03 04:00:00+00,2016,May,Tuesday,3,124,14,2016/05/03 04:00:00+00,2016,May,Tuesday,3,124,14,D22,Toronto,16,Stonegate-Queensway (16),Schools During Supervised Activity,Educational,CA,TRAIL SL1,MT,24,,1400,STOLEN,-79.50701581,43.63694555,61
-8851626.802,5408308.94,11858,GO-20169007498,THEFT UNDER,2016/07/20 04:00:00+00,2016,July,Wednesday,20,202,16,2016/07/20 04:00:00+00,2016,July,Wednesday,20,202,20,D31,Toronto,16,Stonegate-Queensway (16),Schools During Un-Supervised Activity,Educational,TR,MARLIN 5,MT,21,RED,530,STOLEN,-79.51551646,43.62965998,62
-8852309.002,5409982.516,12088,GO-20161427759,THEFT UNDER - BICYCLE,2016/08/08 04:00:00+00,2016,August,Monday,8,221,18,2016/08/15 04:00:00+00,2016,August,Monday,15,228,7,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,OT,0,BLK,40,STOLEN,-79.52164476,43.64054082,63
-8850310.988,5407863.498,12292,GO-20161594256,THEFT UNDER,2016/09/08 04:00:00+00,2016,September,Thursday,8,252,10,2016/09/08 04:00:00+00,2016,September,Thursday,8,252,10,D22,Toronto,16,Stonegate-Queensway (16),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,FUTURA 2000,SC,0,BLU,1000,STOLEN,-79.5036963,43.62676359,64
-8851160.386,5411032.192,14331,GO-20209026976,THEFT UNDER,2020/10/18 04:00:00+00,2020,October,Sunday,18,292,18,2020/10/19 04:00:00+00,2020,October,Monday,19,293,16,D22,Toronto,16,Stonegate-Queensway (16),"Apartment (Rooming House, Condo)",Apartment,KO,,OT,20,BLK,1000,STOLEN,-79.51132657,43.64736434,65
-8850391.694,5407732.732,14508,GO-2019722644,THEFT OF EBIKE UNDER $5000,2019/04/19 04:00:00+00,2019,April,Friday,19,109,19,2019/04/22 04:00:00+00,2019,April,Monday,22,112,10,D22,Toronto,16,Stonegate-Queensway (16),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,COMMUTER,EL,1,WHI,1000,STOLEN,-79.50442129,43.62591328,66
-8850391.694,5407732.732,14509,GO-2019722644,THEFT OF EBIKE UNDER $5000,2019/04/19 04:00:00+00,2019,April,Friday,19,109,19,2019/04/22 04:00:00+00,2019,April,Monday,22,112,10,D22,Toronto,16,Stonegate-Queensway (16),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,,EL,1,GRN,1457,STOLEN,-79.50442129,43.62591328,67
-8851377.259,5408837.65,14914,GO-20142143889,THEFT UNDER,2014/05/22 04:00:00+00,2014,May,Thursday,22,142,16,2014/05/24 04:00:00+00,2014,May,Saturday,24,144,16,D22,Toronto,16,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,YORKVILLE,OT,21,BLK,,STOLEN,-79.51327477,43.63309763,68
-8851764.133,5409094.421,14930,GO-20142826660,THEFT UNDER,2014/08/31 04:00:00+00,2014,August,Sunday,31,243,12,2014/09/02 04:00:00+00,2014,September,Tuesday,2,245,13,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EVERYDAY,COMFORT BIKE,RG,21,WHI,,STOLEN,-79.51675012,43.63476707,69
-8848940.038,5407710.68,14973,GO-20159006715,THEFT UNDER,2015/09/02 04:00:00+00,2015,September,Wednesday,2,245,19,2015/09/03 04:00:00+00,2015,September,Thursday,3,246,13,D22,Toronto,16,Stonegate-Queensway (16),"Apartment (Rooming House, Condo)",Apartment,OT,SPECIALIZED,RC,12,LBL,2000,STOLEN,-79.49138084,43.62576989,70
-8850996.242,5410488.702,14990,GO-2016153125,THEFT UNDER,2016/01/22 05:00:00+00,2016,January,Friday,22,22,13,2016/01/26 05:00:00+00,2016,January,Tuesday,26,26,17,D22,Toronto,16,Stonegate-Queensway (16),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,FORTRESS 1700TA,SC,1,BLK,2000,STOLEN,-79.50985204,43.64383143,71
-8849127.287,5407531.476,17323,GO-20209012950,THEFT UNDER,2020/04/14 04:00:00+00,2020,April,Tuesday,14,105,10,2020/05/12 04:00:00+00,2020,May,Tuesday,12,133,11,D22,Toronto,16,Stonegate-Queensway (16),"Apartment (Rooming House, Condo)",Apartment,UK,TRAIL X,MT,1,BLK,500,STOLEN,-79.49306293,43.62460459,72
-8850502.482,5411236.517,17396,GO-20209024816,THEFT UNDER,2020/09/28 04:00:00+00,2020,September,Monday,28,272,17,2020/09/28 04:00:00+00,2020,September,Monday,28,272,19,D22,Toronto,16,Stonegate-Queensway (16),"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,METHOD 2,BM,1,BLU,350,STOLEN,-79.50541652,43.64869248,73
